Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 09:00 AM,2017,01,08,09,19.5,67,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 10:00 AM,2017,01,08,10,19.7,67,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 11:00 AM,2017,01,08,11,18.8,65,Moderate,18.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 12:00 PM,2017,01,08,12,17.7,63,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 01:00 PM,2017,01,08,13,18.9,65,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 02:00 PM,2017,01,08,14,19.7,67,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 03:00 PM,2017,01,08,15,19.4,66,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 04:00 PM,2017,01,08,16,19.2,66,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 05:00 PM,2017,01,08,17,19.5,67,Moderate,20.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 06:00 PM,2017,01,08,18,18.3,64,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 07:00 PM,2017,01,08,19,17.5,62,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 08:00 PM,2017,01,08,20,17.2,62,Moderate,16.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 09:00 PM,2017,01,08,21,16.5,60,Moderate,15.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 10:00 PM,2017,01,08,22,16.6,60,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-08 11:00 PM,2017,01,08,23,18.3,64,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 12:00 AM,2017,01,09,00,19.1,66,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 01:00 AM,2017,01,09,01,21.7,71,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 02:00 AM,2017,01,09,02,21.4,71,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 03:00 AM,2017,01,09,03,22.0,72,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 04:00 AM,2017,01,09,04,21.6,71,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 05:00 AM,2017,01,09,05,25.2,79,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 06:00 AM,2017,01,09,06,26.5,81,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 07:00 AM,2017,01,09,07,34.8,99,Moderate,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 08:00 AM,2017,01,09,08,42.4,118,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 09:00 AM,2017,01,09,09,38.7,109,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 10:00 AM,2017,01,09,10,32.8,95,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 11:00 AM,2017,01,09,11,29.9,88,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 12:00 PM,2017,01,09,12,25.4,79,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 01:00 PM,2017,01,09,13,23.2,74,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 02:00 PM,2017,01,09,14,22.6,73,Moderate,22.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 03:00 PM,2017,01,09,15,19.8,67,Moderate,17.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 04:00 PM,2017,01,09,16,19.4,66,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 05:00 PM,2017,01,09,17,15.1,57,Moderate,11.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 06:00 PM,2017,01,09,18,20.0,68,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 07:00 PM,2017,01,09,19,23.0,74,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 08:00 PM,2017,01,09,20,24.5,77,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 09:00 PM,2017,01,09,21,22.7,73,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 10:00 PM,2017,01,09,22,24.8,78,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-09 11:00 PM,2017,01,09,23,25.4,79,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 12:00 AM,2017,01,10,00,23.2,74,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 01:00 AM,2017,01,10,01,24.6,77,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 02:00 AM,2017,01,10,02,25.8,80,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 03:00 AM,2017,01,10,03,22.4,73,Moderate,19.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 04:00 AM,2017,01,10,04,24.7,77,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 05:00 AM,2017,01,10,05,25.2,79,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 06:00 AM,2017,01,10,06,28.1,85,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 07:00 AM,2017,01,10,07,27.7,84,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 08:00 AM,2017,01,10,08,31.7,92,Moderate,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 09:00 AM,2017,01,10,09,42.4,118,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 10:00 AM,2017,01,10,10,60.7,154,Unhealthy,79.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 11:00 AM,2017,01,10,11,67.8,157,Unhealthy,75.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 12:00 PM,2017,01,10,12,67.9,157,Unhealthy,68.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 01:00 PM,2017,01,10,13,63.9,155,Unhealthy,60.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 02:00 PM,2017,01,10,14,53.4,145,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 03:00 PM,2017,01,10,15,41.7,116,Unhealthy for Sensitive Groups,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 04:00 PM,2017,01,10,16,32.3,93,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 05:00 PM,2017,01,10,17,29.1,87,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 06:00 PM,2017,01,10,18,27.5,83,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 07:00 PM,2017,01,10,19,26.7,82,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 08:00 PM,2017,01,10,20,30.3,89,Moderate,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 09:00 PM,2017,01,10,21,31.1,91,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 10:00 PM,2017,01,10,22,29.0,87,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-10 11:00 PM,2017,01,10,23,26.0,80,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 12:00 AM,2017,01,11,00,27.5,83,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 01:00 AM,2017,01,11,01,24.2,76,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 02:00 AM,2017,01,11,02,26.9,82,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 03:00 AM,2017,01,11,03,27.3,83,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 04:00 AM,2017,01,11,04,27.9,84,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 05:00 AM,2017,01,11,05,26.8,82,Moderate,25.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 06:00 AM,2017,01,11,06,26.5,81,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 07:00 AM,2017,01,11,07,29.3,87,Moderate,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 08:00 AM,2017,01,11,08,37.5,106,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 09:00 AM,2017,01,11,09,45.2,125,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 10:00 AM,2017,01,11,10,44.6,123,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 11:00 AM,2017,01,11,11,42.8,119,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 12:00 PM,2017,01,11,12,39.9,112,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 01:00 PM,2017,01,11,13,54.4,148,Unhealthy for Sensitive Groups,69.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 02:00 PM,2017,01,11,14,67.2,157,Unhealthy,80.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 03:00 PM,2017,01,11,15,70.6,159,Unhealthy,74.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 04:00 PM,2017,01,11,16,79.3,163,Unhealthy,88.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 05:00 PM,2017,01,11,17,84.6,166,Unhealthy,90.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 06:00 PM,2017,01,11,18,81.3,164,Unhealthy,78.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 07:00 PM,2017,01,11,19,56.6,152,Unhealthy,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 08:00 PM,2017,01,11,20,45.3,125,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 09:00 PM,2017,01,11,21,34.6,98,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 10:00 PM,2017,01,11,22,29.3,87,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-11 11:00 PM,2017,01,11,23,28.6,86,Moderate,28.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 12:00 AM,2017,01,12,00,29.3,87,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 01:00 AM,2017,01,12,01,29.1,87,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 02:00 AM,2017,01,12,02,30.5,90,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 03:00 AM,2017,01,12,03,30.2,89,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 04:00 AM,2017,01,12,04,27.1,83,Moderate,24.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 05:00 AM,2017,01,12,05,28.5,85,Moderate,30.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 06:00 AM,2017,01,12,06,31.0,91,Moderate,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 07:00 AM,2017,01,12,07,37.4,106,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 08:00 AM,2017,01,12,08,56.0,151,Unhealthy,74.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 09:00 AM,2017,01,12,09,61.5,154,Unhealthy,67.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 10:00 AM,2017,01,12,10,55.2,150,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 11:00 AM,2017,01,12,11,55.6,151,Unhealthy,56.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 12:00 PM,2017,01,12,12,45.8,126,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 01:00 PM,2017,01,12,13,41.9,117,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 02:00 PM,2017,01,12,14,36.9,104,Unhealthy for Sensitive Groups,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 03:00 PM,2017,01,12,15,36.9,104,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 04:00 PM,2017,01,12,16,35.4,100,Moderate,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 05:00 PM,2017,01,12,17,38.2,108,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 06:00 PM,2017,01,12,18,39.6,111,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 07:00 PM,2017,01,12,19,41.3,115,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 08:00 PM,2017,01,12,20,46.1,127,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 09:00 PM,2017,01,12,21,50.4,138,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 10:00 PM,2017,01,12,22,54.5,148,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-12 11:00 PM,2017,01,12,23,55.2,150,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 12:00 AM,2017,01,13,00,58.0,152,Unhealthy,61.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 01:00 AM,2017,01,13,01,58.9,153,Unhealthy,60.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 02:00 AM,2017,01,13,02,56.1,151,Unhealthy,53.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 03:00 AM,2017,01,13,03,46.3,128,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 04:00 AM,2017,01,13,04,40.0,112,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 05:00 AM,2017,01,13,05,34.0,97,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 06:00 AM,2017,01,13,06,36.0,102,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 07:00 AM,2017,01,13,07,36.5,103,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 08:00 AM,2017,01,13,08,43.2,120,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 09:00 AM,2017,01,13,09,46.1,127,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 10:00 AM,2017,01,13,10,49.5,135,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 11:00 AM,2017,01,13,11,43.7,121,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 12:00 PM,2017,01,13,12,45.8,126,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 01:00 PM,2017,01,13,13,51.3,140,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 02:00 PM,2017,01,13,14,48.7,134,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 03:00 PM,2017,01,13,15,45.4,125,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 04:00 PM,2017,01,13,16,43.7,121,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 05:00 PM,2017,01,13,17,47.2,130,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 06:00 PM,2017,01,13,18,53.3,145,Unhealthy for Sensitive Groups,62.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 07:00 PM,2017,01,13,19,51.5,140,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 08:00 PM,2017,01,13,20,54.4,148,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 09:00 PM,2017,01,13,21,48.4,133,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 10:00 PM,2017,01,13,22,43.0,119,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-13 11:00 PM,2017,01,13,23,32.3,93,Moderate,23.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 12:00 AM,2017,01,14,00,32.3,93,Moderate,-15.0,UG/M3,1 Hr,Invalid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 01:00 AM,2017,01,14,01,24.7,77,Moderate,21.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 02:00 AM,2017,01,14,02,28.8,86,Moderate,32.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 03:00 AM,2017,01,14,03,18.8,65,Moderate,10.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 04:00 AM,2017,01,14,04,44.7,124,Unhealthy for Sensitive Groups,69.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 05:00 AM,2017,01,14,05,49.4,135,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 06:00 AM,2017,01,14,06,41.6,116,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 07:00 AM,2017,01,14,07,41.8,117,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 08:00 AM,2017,01,14,08,42.9,119,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 09:00 AM,2017,01,14,09,46.4,128,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 10:00 AM,2017,01,14,10,48.7,134,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 11:00 AM,2017,01,14,11,51.8,141,Unhealthy for Sensitive Groups,55.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 12:00 PM,2017,01,14,12,52.4,143,Unhealthy for Sensitive Groups,53.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 01:00 PM,2017,01,14,13,54.7,148,Unhealthy for Sensitive Groups,57.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 02:00 PM,2017,01,14,14,50.8,139,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 03:00 PM,2017,01,14,15,43.4,120,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 04:00 PM,2017,01,14,16,43.7,121,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 05:00 PM,2017,01,14,17,39.8,112,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 06:00 PM,2017,01,14,18,33.8,97,Moderate,29.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 07:00 PM,2017,01,14,19,29.8,88,Moderate,26.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 08:00 PM,2017,01,14,20,28.4,85,Moderate,27.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 09:00 PM,2017,01,14,21,32.2,93,Moderate,36.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 10:00 PM,2017,01,14,22,37.1,105,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-14 11:00 PM,2017,01,14,23,40.0,112,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-15 12:00 AM,2017,01,15,00,39.0,110,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-15 01:00 AM,2017,01,15,01,40.2,113,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-15 02:00 AM,2017,01,15,02,45.6,126,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-15 03:00 AM,2017,01,15,03,46.7,129,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-15 04:00 AM,2017,01,15,04,45.9,127,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-15 05:00 AM,2017,01,15,05,60.4,154,Unhealthy,75.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-15 06:00 AM,2017,01,15,06,69.2,158,Unhealthy,78.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-15 07:00 AM,2017,01,15,07,77.6,162,Unhealthy,86.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-15 08:00 AM,2017,01,15,08,81.3,164,Unhealthy,85.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-15 09:00 AM,2017,01,15,09,88.6,168,Unhealthy,96.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-15 10:00 AM,2017,01,15,10,82.8,165,Unhealthy,77.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-15 11:00 AM,2017,01,15,11,77.9,163,Unhealthy,73.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-15 12:00 PM,2017,01,15,12,62.4,155,Unhealthy,47.0,UG/M3,1 Hr,Valid
Ho Chi Minh City,PM2.5 - Principal,2017-01-15 01:00 PM,2017,01,15,13,48.7,134,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
